P32234	GO:0005525
P48347	GO:0005524
Q9S9Z8	GO:0051117
P42644	GO:0005524
P42645	GO:0005524
Q06967	GO:0008426
Q9CQV8	GO:0019904
P35213	GO:0003714
P62259	GO:0019904
P62260	GO:0008426
P68510	GO:0003779
P68510	GO:0019904
P68510	GO:0017080
P61982	GO:0019904
P61983	GO:0030234
P31947	GO:0008426
O70456	GO:0019901
P68254	GO:0019904
P29310	GO:0042803
P63101	GO:0019904
Q9LQ10	GO:0008793
Q9LQ10	GO:0004069
Q9S9U6	GO:0016847
Q8GYY0	GO:0008793
Q8GYY0	GO:0004069
Q06402	GO:0016847
Q43309	GO:0016847
Q37001	GO:0016847
Q9SAR0	GO:0016847
Q9STR4	GO:0016847
Q9T065	GO:0016847
Q9M2Y8	GO:0016847
P37821	GO:0016847
Q15172	GO:0008601
Q15173	GO:0008601
Q14738	GO:0008601
Q14738	GO:0004722
Q16537	GO:0008601
Q8RW96	GO:0008266
Q13362	GO:0008601
Q38845	GO:0008601
P30153	GO:0003823
P30153	GO:0008601
Q76MZ3	GO:0004722
P36872	GO:0008601
P63151	GO:0008601
P63151	GO:0004722
Q00362	GO:0008601
Q00005	GO:0008601
P36877	GO:0032403
P56932	GO:0008195
Q7ZX64	GO:0008601
P13760	GO:0032395
P13761	GO:0032395
P13761	GO:0042605
P20039	GO:0032395
P84782	GO:0004867
Q39649	GO:0045735
P22071	GO:0003854
P22071	GO:0035410
P22071	GO:0051287
P22071	GO:0005496
P22071	GO:0004769
P26439	GO:0003854
P26439	GO:0004769
Q62878	GO:0003854
Q62878	GO:0004769
Q62878	GO:0030283
P27364	GO:0003854
P27364	GO:0051287
P27364	GO:0005496
O35048	GO:0047016
O53454	GO:0003854
O53454	GO:0070403
O53454	GO:0004769
O53454	GO:0030283
P78314	GO:0005070
O60239	GO:0004860
Q9Z131	GO:0017124
Q91Y80	GO:0017124
Q84SM8	GO:0010333
F1CKI6	GO:0010333
F1CKI8	GO:0010333
F1CKI9	GO:0010333
P05147	GO:0003855
P46952	GO:0000334
P46952	GO:0008198
Q78JT3	GO:0000334
P46953	GO:0000334
P46953	GO:0005506
P46953	GO:0019825
P47096	GO:0000334
Q46ZL2	GO:0034022
Q8NLB6	GO:0018669
Q8NLB6	GO:0050660
P31937	GO:0008442
Q8GSN8	GO:0033809
P04395	GO:0003905
P29372	GO:0003684
Q04841	GO:0003905
P71864	GO:0047571
Q7D5C1	GO:0033765
A0R4S9	GO:0033765
Q04616	GO:0047571
D5MP61	GO:0030247
D5MP61	GO:0033905
Q9LCB9	GO:0033914
Q8RS40	GO:0030247
Q8RS40	GO:0033914
P11171	GO:0005545
P11171	GO:0030507
P11171	GO:0005200
Q33DV3	GO:0016758
Q42524	GO:0016207
Q9S725	GO:0016207
Q9S777	GO:0016207
Q9LU36	GO:0016207
Q9LQ12	GO:0004467
Q9LQ12	GO:0031956
Q9M0X9	GO:0004321
Q84P23	GO:0004321
Q9SMT7	GO:0050203
Q60876	GO:0030371
Q9NRA8	GO:0008565
P08195	GO:0005432
Q794F9	GO:0015175
Q04416	GO:0018739
P56653	GO:0018739
P70994	GO:0016853
Q9ZR27	GO:0016758
B2NID7	GO:0016758
P08908	GO:0004993
Q64264	GO:0004993
P19327	GO:0008144
P19327	GO:0051378
P19327	GO:0004993
P28222	GO:0004993
P28334	GO:0008144
P28334	GO:0051378
P28334	GO:0004993
P28564	GO:0008144
P28564	GO:0051378
P28564	GO:0004993
P28221	GO:0004993
Q61224	GO:0051378
Q61224	GO:0004993
P28566	GO:0051378
P28566	GO:0004993
P30939	GO:0051378
P30939	GO:0004993
O46635	GO:0008144
O46635	GO:0051378
O46635	GO:0004993
P28223	GO:0071886
P28223	GO:0008144
P28223	GO:0004435
P28223	GO:0051378
P28223	GO:0004993
P14842	GO:0001965
P14842	GO:0051378
P14842	GO:0004993
P41595	GO:0005262
P41595	GO:0008144
P41595	GO:0001965
P41595	GO:0004435
P41595	GO:0051378
P41595	GO:0004993
Q02152	GO:0008144
Q02152	GO:0005099
Q02152	GO:0051378
Q02152	GO:0004993
P28335	GO:0071886
P28335	GO:0008144
P28335	GO:0004435
P28335	GO:0051378
P28335	GO:0004993
P08909	GO:0004993
O70212	GO:0004890
P46098	GO:0051378
P46098	GO:0005232
P35563	GO:0005232
P35563	GO:0005249
O95264	GO:0004993
O95264	GO:0005232
Q9JHJ5	GO:0004993
Q9JHJ5	GO:0005232
Q9JJ16	GO:0004993
Q13639	GO:0004993
Q62758	GO:0004993
P47898	GO:0004993
P35364	GO:0004993
P31387	GO:0004993
P35365	GO:0008144
P35365	GO:0051378
P35365	GO:0004993
P50406	GO:0004969
P31388	GO:0004993
P34969	GO:0004993
P32305	GO:0030594
P32305	GO:0004993
Q8W1W9	GO:0033810
Q6TXD2	GO:0016747
Q9LJB4	GO:0050736
Q91YE9	GO:0008253
Q9H0P0	GO:0008253
Q9W197	GO:0008253
P49902	GO:0008253
P49902	GO:0050146
P21589	GO:0008253
Q61503	GO:0008253
P21588	GO:0008253
P21588	GO:0008198
Q76FP5	GO:0004553
P86491	GO:0004497
Q88FY2	GO:0004497
P40433	GO:0003873
P38720	GO:0004616
Q94KU2	GO:0004616
P53319	GO:0004616
P41572	GO:0004616
P00350	GO:0004616
P85968	GO:0030246
P85968	GO:0031406
P85968	GO:0050661
P78812	GO:0050661
P78812	GO:0004616
P00349	GO:0004616
Q84WW2	GO:0017057
P52697	GO:0017057
O95336	GO:0017057
P85971	GO:0017057
P85971	GO:0048029
P05408	GO:0005525
P05408	GO:0051082
P12961	GO:0004857
Q4WYG3	GO:0004161
Q4WYG3	GO:0008233
P13368	GO:0004714
P16375	GO:0001078
P16376	GO:0001078
P36639	GO:0035539
P36639	GO:0008413
P36639	GO:0047693
P36639	GO:0003924
P53368	GO:0008413
P53368	GO:0030515
P02764	GO:0008144
P22599	GO:0004867
Q9NQ94	GO:0003727
Q923K9	GO:0004131
Q923K9	GO:0003729
P14046	GO:0030414
Q1W695	GO:0004620
P83168	GO:0004867
P01023	GO:0019966
P01023	GO:0004867
P01023	GO:0043120
P06238	GO:0005102
A8K2U0	GO:0030414
Q6GQT1	GO:0030414
A0A4Z3	GO:0016757
Q9NPC4	GO:0008378
Q9UNA3	GO:0008375
P05067	GO:0004867
P12023	GO:0003677
P08592	GO:0016504
P91927	GO:0005432
O46202	GO:0004867
P0A4V2	GO:0016747
P0C5B9	GO:0016747
P0A4V4	GO:0016747
P25099	GO:0031683
P25099	GO:0001609
P25099	GO:0032795
P25099	GO:0004629
P25099	GO:0001883
Q60613	GO:0001609
P30543	GO:0051393
P30543	GO:0001609
Q60614	GO:0004930
P29276	GO:0001609
Q8JG70	GO:0004938
Q8JG69	GO:0004938
Q61618	GO:0001609
P28647	GO:0001609
E3W9M2	GO:0016758
E3W9M3	GO:0016758
Q9NS82	GO:0015194
P63115	GO:0015175
P63116	GO:0042945
P63116	GO:0015194
P21133	GO:0050640
P22760	GO:0019213
P22760	GO:0017171
Q99PG0	GO:0017171
Q99PG0	GO:0004806
Q7M370	GO:0019213
Q5SF95	GO:0051015
Q5SF94	GO:0051015
Q5SF96	GO:0051015
Q5SF93	GO:0051015
Q15758	GO:0015186
Q15758	GO:0004872
P51912	GO:0015175
P0A5N0	GO:0047921
Q54441	GO:0047663
Q43899	GO:0047663
Q44245	GO:0047663
Q44057	GO:0047663
Q9R381	GO:0047663
Q9R381	GO:0042803
P20092	GO:0047663
Q9RBW7	GO:0047663
Q9JMI1	GO:0030729
Q9JMI1	GO:0047760
P01011	GO:0003677
P01011	GO:0004867
Q8N5Z0	GO:0047536
Q8N5Z0	GO:0016212
Q64602	GO:0030170
Q9C8D4	GO:0047760
Q8H151	GO:0090409
Q8W471	GO:0008922
Q9SS01	GO:0018858
O49434	GO:0047652
Q2M2I8	GO:0035612
Q2M2I8	GO:0005112
P0C1X8	GO:0035612
P0C1X8	GO:0004674
Q9Y478	GO:0004672
Q9R078	GO:0004679
P80386	GO:0004679
Q6PAM0	GO:0004679
P54619	GO:0004691
P54619	GO:0008603
P54619	GO:0019901
O54950	GO:0004679
P80385	GO:0043531
P80385	GO:0016208
P80385	GO:0004679
P80385	GO:0005524
Q9UGJ0	GO:0043531
Q9UGJ0	GO:0005524
Q9UGJ0	GO:0004862
Q9UGJ0	GO:0008603
Q9UGJ0	GO:0008607
Q9UGJ0	GO:0030295
Q9UGJ0	GO:0019901
Q91WG5	GO:0004679
Q9UGI9	GO:0004679
Q9UGI9	GO:0019901
P12904	GO:0043539
Q13685	GO:0008201
Q42400	GO:0015175
Q38967	GO:0015171
Q9FN04	GO:0015172
Q9FN04	GO:0015175
Q9FN04	GO:0015399
Q8GUM3	GO:0015174
P92934	GO:0015172
P92934	GO:0015175
O80592	GO:0015171
Q13131	GO:0004679
Q5EG47	GO:0004679
Q5EG47	GO:0003682
Q5EG47	GO:0035174
P54645	GO:0004679
P54645	GO:0005524
Q95ZQ4	GO:0004679
P54646	GO:0004679
Q8BRK8	GO:0004679
Q8BRK8	GO:0003682
Q8BRK8	GO:0035174
Q09137	GO:0004679
Q09137	GO:0005524
Q09137	GO:0030674
P08521	GO:0045182
P46116	GO:0008236
Q3THG9	GO:0002196
Q9UDR5	GO:0047130
