13KDA_SCYCA	GO:0043231
13KDA_TRISC	GO:0043231
14310_ARATH	GO:0005829
14310_ARATH	GO:0005739
14310_ARATH	GO:0005886
14310_ARATH	GO:0009506
14331_CAEEL	GO:0005938
14331_CAEEL	GO:0005634
14332_ARATH	GO:0005829
14332_ARATH	GO:0005794
14332_ARATH	GO:0005886
14332_ARATH	GO:0005774
14332_CAEEL	GO:0005737
14332_CAEEL	GO:0005634
14333_ARATH	GO:0005618
14333_ARATH	GO:0009507
14333_ARATH	GO:0005829
14333_ARATH	GO:0005794
14333_ARATH	GO:0005739
14333_ARATH	GO:0005886
14333_ARATH	GO:0009506
14333_ARATH	GO:0005773
14335_ARATH	GO:0005618
14335_ARATH	GO:0005829
14335_ARATH	GO:0005794
14335_ARATH	GO:0005739
14335_ARATH	GO:0005886
14337_ARATH	GO:0009507
14337_ARATH	GO:0005794
14337_ARATH	GO:0005886
14337_ARATH	GO:0009506
1433B_HUMAN	GO:0030659
1433B_HUMAN	GO:0005829
1433B_HUMAN	GO:0048471
1433B_MOUSE	GO:0030659
1433B_MOUSE	GO:0005829
1433B_RAT	GO:0005829
1433B_RAT	GO:0017053
1433E_DROME	GO:0005694
1433E_DROME	GO:0005737
1433E_DROME	GO:0045172
1433E_DROME	GO:0005875
1433E_DROME	GO:0005634
1433E_HUMAN	GO:0030659
1433E_HUMAN	GO:0005829
1433E_MOUSE	GO:0030659
1433E_MOUSE	GO:0005829
1433E_MOUSE	GO:0005739
1433E_RAT	GO:0005871
1433F_HUMAN	GO:0030659
1433F_HUMAN	GO:0005829
1433F_HUMAN	GO:0014704
1433F_MOUSE	GO:0030659
1433F_MOUSE	GO:0005829
1433F_MOUSE	GO:0014704
1433G_HUMAN	GO:0030659
1433G_HUMAN	GO:0005829
1433G_MOUSE	GO:0030659
1433G_MOUSE	GO:0005829
1433S_HUMAN	GO:0030659
1433S_HUMAN	GO:0005829
1433S_HUMAN	GO:0005615
1433S_MOUSE	GO:0030659
1433S_MOUSE	GO:0005829
1433S_MOUSE	GO:0005634
1433T_HUMAN	GO:0030659
1433T_HUMAN	GO:0005829
1433T_MOUSE	GO:0030659
1433T_MOUSE	GO:0005829
1433T_RAT	GO:0043234
1433Z_DROME	GO:0045172
1433Z_DROME	GO:0005875
1433Z_HUMAN	GO:0030659
1433Z_HUMAN	GO:0005829
1433Z_HUMAN	GO:0005654
1433Z_MOUSE	GO:0030659
1433Z_MOUSE	GO:0005829
1433Z_MOUSE	GO:0005739
1433Z_MOUSE	GO:0005634
1433Z_RAT	GO:0031252
1433Z_RAT	GO:0005739
1433Z_RAT	GO:0048471
1433Z_RAT	GO:0014069
1433Z_RAT	GO:0043234
1433_CANAL	GO:0009986
1433_CANAL	GO:0005886
1433_CANAL	GO:0030445
1433_DICDI	GO:0005938
1433_DICDI	GO:0005615
1433_DICDI	GO:0045335
18C_DROME	GO:0000785
18C_DROME	GO:0005634
18C_DROME	GO:0036126
1A01_HUMAN	GO:0031901
1A01_HUMAN	GO:0012507
1A01_HUMAN	GO:0000139
1A01_HUMAN	GO:0071556
