14310_ARATH	GO:0005524
14311_ARATH	GO:0051117
14333_ARATH	GO:0005524
14335_ARATH	GO:0005524
14336_ORYSJ	GO:0008426
1433B_MOUSE	GO:0019904
1433B_RAT	GO:0003714
1433E_MOUSE	GO:0019904
1433E_RAT	GO:0008426
1433F_MOUSE	GO:0003779
1433F_MOUSE	GO:0019904
1433F_MOUSE	GO:0017080
1433G_MOUSE	GO:0019904
1433G_RAT	GO:0030234
1433S_HUMAN	GO:0008426
1433S_MOUSE	GO:0019901
1433T_MOUSE	GO:0019904
1433Z_DROME	GO:0042803
1433Z_MOUSE	GO:0019904
1A110_ARATH	GO:0008793
1A110_ARATH	GO:0004069
1A111_ARATH	GO:0016847
1A112_ARATH	GO:0008793
1A112_ARATH	GO:0004069
1A12_ARATH	GO:0016847
1A14_ARATH	GO:0016847
1A15_ARATH	GO:0016847
1A16_ARATH	GO:0016847
1A17_ARATH	GO:0016847
1A18_ARATH	GO:0016847
1A19_ARATH	GO:0016847
1A1C_MALDO	GO:0016847
2A5A_HUMAN	GO:0008601
2A5B_HUMAN	GO:0008601
2A5D_HUMAN	GO:0008601
2A5D_HUMAN	GO:0004722
2A5E_HUMAN	GO:0008601
2A5G_ARATH	GO:0008266
2A5G_HUMAN	GO:0008601
2AAA_ARATH	GO:0008601
2AAA_HUMAN	GO:0003823
2AAA_HUMAN	GO:0008601
2AAA_MOUSE	GO:0004722
2ABA_DROME	GO:0008601
2ABA_HUMAN	GO:0008601
2ABA_HUMAN	GO:0004722
2ABA_YEAST	GO:0008601
2ABB_HUMAN	GO:0008601
2ABB_RAT	GO:0032403
2ABD_RAT	GO:0008195
2ABD_XENLA	GO:0008601
2B14_HUMAN	GO:0032395
2B17_HUMAN	GO:0032395
2B17_HUMAN	GO:0042605
2B1B_HUMAN	GO:0032395
2SS1_BRAOA	GO:0004867
2SS_CUCMA	GO:0045735
3BHS1_RAT	GO:0003854
3BHS1_RAT	GO:0035410
3BHS1_RAT	GO:0051287
3BHS1_RAT	GO:0005496
3BHS1_RAT	GO:0004769
3BHS2_HUMAN	GO:0003854
3BHS2_HUMAN	GO:0004769
3BHS4_RAT	GO:0003854
3BHS4_RAT	GO:0004769
3BHS4_RAT	GO:0030283
3BHS5_RAT	GO:0003854
3BHS5_RAT	GO:0051287
3BHS5_RAT	GO:0005496
3BHS7_RAT	GO:0047016
3BHS_MYCTU	GO:0003854
3BHS_MYCTU	GO:0070403
3BHS_MYCTU	GO:0004769
3BHS_MYCTU	GO:0030283
3BP2_HUMAN	GO:0005070
3BP5_HUMAN	GO:0004860
3BP5_MOUSE	GO:0017124
3BP5_RAT	GO:0017124
3CAR1_PICAB	GO:0010333
3CAR1_PICSI	GO:0010333
3CAR2_PICSI	GO:0010333
3CAR3_PICSI	GO:0010333
3DHQ_EMENI	GO:0003855
3HAO_HUMAN	GO:0000334
3HAO_HUMAN	GO:0008198
3HAO_MOUSE	GO:0000334
3HAO_RAT	GO:0000334
3HAO_RAT	GO:0005506
3HAO_RAT	GO:0019825
3HAO_YEAST	GO:0000334
3HAPM_CUPPJ	GO:0034022
3HBH_CORGL	GO:0018669
3HBH_CORGL	GO:0050660
3HIDH_HUMAN	GO:0008442
3MAT_DAHPI	GO:0033809
3MG2_ECOLI	GO:0003905
3MG_HUMAN	GO:0003684
3MG_MOUSE	GO:0003905
3O1D1_MYCTU	GO:0047571
3O1D2_MYCTU	GO:0033765
3O1D_MYCS2	GO:0033765
3O1D_RHOOP	GO:0047571
3XYN1_VIBSX	GO:0030247
3XYN1_VIBSX	GO:0033905
3XYN2_VIBSX	GO:0033914
3XYN_ALCSP	GO:0030247
3XYN_ALCSP	GO:0033914
41_HUMAN	GO:0005545
41_HUMAN	GO:0030507
41_HUMAN	GO:0005200
4CGT_ANTMA	GO:0016758
4CL1_ARATH	GO:0016207
4CL2_ARATH	GO:0016207
4CL3_ARATH	GO:0016207
4CL4_ARATH	GO:0016207
4CLL1_ARATH	GO:0004467
4CLL1_ARATH	GO:0031956
4CLL7_ARATH	GO:0004321
4CLL9_ARATH	GO:0004321
4CLLA_ARATH	GO:0050203
4EBP1_MOUSE	GO:0030371
4ET_HUMAN	GO:0008565
4F2_HUMAN	GO:0005432
4F2_RAT	GO:0015175
4HBT_ARTSP	GO:0018739
4HBT_PSEUC	GO:0018739
4OT_BACSU	GO:0016853
5GT1_PERFR	GO:0016758
5GT_GENTR	GO:0016758
5HT1A_HUMAN	GO:0004993
5HT1A_MOUSE	GO:0004993
5HT1A_RAT	GO:0008144
5HT1A_RAT	GO:0051378
5HT1A_RAT	GO:0004993
5HT1B_HUMAN	GO:0004993
5HT1B_MOUSE	GO:0008144
5HT1B_MOUSE	GO:0051378
5HT1B_MOUSE	GO:0004993
5HT1B_RAT	GO:0008144
5HT1B_RAT	GO:0051378
5HT1B_RAT	GO:0004993
5HT1D_HUMAN	GO:0004993
5HT1D_MOUSE	GO:0051378
5HT1D_MOUSE	GO:0004993
5HT1E_HUMAN	GO:0051378
5HT1E_HUMAN	GO:0004993
5HT1F_HUMAN	GO:0051378
5HT1F_HUMAN	GO:0004993
5HT2A_CANFA	GO:0008144
5HT2A_CANFA	GO:0051378
5HT2A_CANFA	GO:0004993
5HT2A_HUMAN	GO:0071886
5HT2A_HUMAN	GO:0008144
5HT2A_HUMAN	GO:0004435
5HT2A_HUMAN	GO:0051378
5HT2A_HUMAN	GO:0004993
5HT2A_RAT	GO:0001965
5HT2A_RAT	GO:0051378
5HT2A_RAT	GO:0004993
5HT2B_HUMAN	GO:0005262
5HT2B_HUMAN	GO:0008144
5HT2B_HUMAN	GO:0001965
5HT2B_HUMAN	GO:0004435
5HT2B_HUMAN	GO:0051378
5HT2B_HUMAN	GO:0004993
5HT2B_MOUSE	GO:0008144
5HT2B_MOUSE	GO:0005099
5HT2B_MOUSE	GO:0051378
5HT2B_MOUSE	GO:0004993
5HT2C_HUMAN	GO:0071886
5HT2C_HUMAN	GO:0008144
5HT2C_HUMAN	GO:0004435
5HT2C_HUMAN	GO:0051378
5HT2C_HUMAN	GO:0004993
5HT2C_RAT	GO:0004993
5HT3A_CAVPO	GO:0004890
5HT3A_HUMAN	GO:0051378
5HT3A_HUMAN	GO:0005232
5HT3A_RAT	GO:0005232
5HT3A_RAT	GO:0005249
5HT3B_HUMAN	GO:0004993
5HT3B_HUMAN	GO:0005232
5HT3B_MOUSE	GO:0004993
5HT3B_MOUSE	GO:0005232
5HT3B_RAT	GO:0004993
5HT4R_HUMAN	GO:0004993
5HT4R_RAT	GO:0004993
5HT5A_HUMAN	GO:0004993
5HT5A_RAT	GO:0004993
5HT5B_MOUSE	GO:0004993
5HT5B_RAT	GO:0008144
5HT5B_RAT	GO:0051378
5HT5B_RAT	GO:0004993
5HT6R_HUMAN	GO:0004969
5HT6R_RAT	GO:0004993
5HT7R_HUMAN	GO:0004993
5HT7R_RAT	GO:0030594
5HT7R_RAT	GO:0004993
5MAT1_SALSN	GO:0033810
5MAT2_SALSN	GO:0016747
5MAT_ARATH	GO:0050736
5NT1B_MOUSE	GO:0008253
5NT3A_HUMAN	GO:0008253
5NT3B_DROME	GO:0008253
5NTC_HUMAN	GO:0008253
5NTC_HUMAN	GO:0050146
5NTD_HUMAN	GO:0008253
5NTD_MOUSE	GO:0008253
5NTD_RAT	GO:0008253
5NTD_RAT	GO:0008198
6GAL_HYPRU	GO:0004553
6HN3M_PSEFL	GO:0004497
6HN3M_PSEPK	GO:0004497
6P21_YEAST	GO:0003873
6PGD1_YEAST	GO:0004616
6PGD2_SPIOL	GO:0004616
6PGD2_YEAST	GO:0004616
6PGD_DROME	GO:0004616
6PGD_ECOLI	GO:0004616
6PGD_RAT	GO:0030246
6PGD_RAT	GO:0031406
6PGD_RAT	GO:0050661
6PGD_SCHPO	GO:0050661
6PGD_SCHPO	GO:0004616
6PGD_SHEEP	GO:0004616
6PGL5_ARATH	GO:0017057
6PGL_ECOLI	GO:0017057
6PGL_HUMAN	GO:0017057
6PGL_RAT	GO:0017057
6PGL_RAT	GO:0048029
7B2_HUMAN	GO:0005525
7B2_HUMAN	GO:0051082
7B2_MOUSE	GO:0004857
7DMAW_ASPFU	GO:0004161
7DMAW_ASPFU	GO:0008233
7LESS_DROME	GO:0004714
7UP1_DROME	GO:0001078
7UP2_DROME	GO:0001078
8ODP_HUMAN	GO:0035539
8ODP_HUMAN	GO:0008413
8ODP_HUMAN	GO:0047693
8ODP_HUMAN	GO:0003924
8ODP_MOUSE	GO:0008413
8ODP_MOUSE	GO:0030515
